pxcor,pycor,Lat,long
75,86,55.782,-6.803
76,86,55.782,-6.787
77,86,55.782,-6.771
78,86,55.782,-6.755
79,86,55.782,-6.739
80,86,55.782,-6.723
81,86,55.782,-6.707
82,86,55.782,-6.691
83,86,55.782,-6.676
84,86,55.782,-6.66
85,86,55.782,-6.644
86,86,55.782,-6.628
87,86,55.782,-6.612
88,86,55.782,-6.596
89,86,55.782,-6.58
90,86,55.782,-6.564
91,86,55.782,-6.548
92,86,55.782,-6.532
93,86,55.782,-6.516
94,86,55.782,-6.5
0,85,55.773,-8
1,85,55.773,-7.984
2,85,55.773,-7.968
3,85,55.773,-7.952
4,85,55.773,-7.936
5,85,55.773,-7.92
6,85,55.773,-7.904
7,85,55.773,-7.888
8,85,55.773,-7.872
9,85,55.773,-7.856
10,85,55.773,-7.84
11,85,55.773,-7.824
12,85,55.773,-7.809
13,85,55.773,-7.793
14,85,55.773,-7.777
15,85,55.773,-7.761
16,85,55.773,-7.745
17,85,55.773,-7.729
18,85,55.773,-7.713
19,85,55.773,-7.697
20,85,55.773,-7.681
21,85,55.773,-7.665
22,85,55.773,-7.649
23,85,55.773,-7.633
24,85,55.773,-7.617
25,85,55.773,-7.601
26,85,55.773,-7.585
27,85,55.773,-7.569
28,85,55.773,-7.553
29,85,55.773,-7.537
30,85,55.773,-7.521
31,85,55.773,-7.505
32,85,55.773,-7.489
33,85,55.773,-7.473
34,85,55.773,-7.457
35,85,55.773,-7.441
36,85,55.773,-7.426
37,85,55.773,-7.41
38,85,55.773,-7.394
39,85,55.773,-7.378
40,85,55.773,-7.362
41,85,55.773,-7.346
42,85,55.773,-7.33
43,85,55.773,-7.314
44,85,55.773,-7.298
45,85,55.773,-7.282
46,85,55.773,-7.266
47,85,55.773,-7.25
48,85,55.773,-7.234
49,85,55.773,-7.218
50,85,55.773,-7.202
51,85,55.773,-7.186
52,85,55.773,-7.17
53,85,55.773,-7.154
54,85,55.773,-7.138
55,85,55.773,-7.122
56,85,55.773,-7.106
57,85,55.773,-7.09
58,85,55.773,-7.074
59,85,55.773,-7.059
60,85,55.773,-7.043
61,85,55.773,-7.027
62,85,55.773,-7.011
63,85,55.773,-6.995
64,85,55.773,-6.979
65,85,55.773,-6.963
66,85,55.773,-6.947
67,85,55.773,-6.931
68,85,55.773,-6.915
69,85,55.773,-6.899
70,85,55.773,-6.883
71,85,55.773,-6.867
72,85,55.773,-6.851
73,85,55.773,-6.835
74,85,55.773,-6.819
75,85,55.773,-6.803
76,85,55.773,-6.787
77,85,55.773,-6.771
78,85,55.773,-6.755
79,85,55.773,-6.739
80,85,55.773,-6.723
81,85,55.773,-6.707
82,85,55.773,-6.691
83,85,55.773,-6.676
84,85,55.773,-6.66
85,85,55.773,-6.644
86,85,55.773,-6.628
87,85,55.773,-6.612
88,85,55.773,-6.596
89,85,55.773,-6.58
90,85,55.773,-6.564
91,85,55.773,-6.548
92,85,55.773,-6.532
93,85,55.773,-6.516
94,85,55.773,-6.5
0,84,55.764,-8
1,84,55.764,-7.984
2,84,55.764,-7.968
3,84,55.764,-7.952
4,84,55.764,-7.936
5,84,55.764,-7.92
6,84,55.764,-7.904
7,84,55.764,-7.888
8,84,55.764,-7.872
9,84,55.764,-7.856
10,84,55.764,-7.84
11,84,55.764,-7.824
12,84,55.764,-7.809
13,84,55.764,-7.793
14,84,55.764,-7.777
15,84,55.764,-7.761
16,84,55.764,-7.745
17,84,55.764,-7.729
18,84,55.764,-7.713
19,84,55.764,-7.697
20,84,55.764,-7.681
21,84,55.764,-7.665
22,84,55.764,-7.649
23,84,55.764,-7.633
24,84,55.764,-7.617
25,84,55.764,-7.601
26,84,55.764,-7.585
27,84,55.764,-7.569
28,84,55.764,-7.553
29,84,55.764,-7.537
30,84,55.764,-7.521
31,84,55.764,-7.505
32,84,55.764,-7.489
33,84,55.764,-7.473
34,84,55.764,-7.457
35,84,55.764,-7.441
36,84,55.764,-7.426
37,84,55.764,-7.41
38,84,55.764,-7.394
39,84,55.764,-7.378
40,84,55.764,-7.362
41,84,55.764,-7.346
42,84,55.764,-7.33
43,84,55.764,-7.314
44,84,55.764,-7.298
45,84,55.764,-7.282
46,84,55.764,-7.266
47,84,55.764,-7.25
48,84,55.764,-7.234
49,84,55.764,-7.218
50,84,55.764,-7.202
51,84,55.764,-7.186
52,84,55.764,-7.17
53,84,55.764,-7.154
54,84,55.764,-7.138
55,84,55.764,-7.122
56,84,55.764,-7.106
57,84,55.764,-7.09
58,84,55.764,-7.074
59,84,55.764,-7.059
60,84,55.764,-7.043
61,84,55.764,-7.027
62,84,55.764,-7.011
63,84,55.764,-6.995
64,84,55.764,-6.979
65,84,55.764,-6.963
66,84,55.764,-6.947
67,84,55.764,-6.931
68,84,55.764,-6.915
69,84,55.764,-6.899
70,84,55.764,-6.883
71,84,55.764,-6.867
72,84,55.764,-6.851
73,84,55.764,-6.835
74,84,55.764,-6.819
75,84,55.764,-6.803
76,84,55.764,-6.787
77,84,55.764,-6.771
78,84,55.764,-6.755
79,84,55.764,-6.739
80,84,55.764,-6.723
81,84,55.764,-6.707
82,84,55.764,-6.691
83,84,55.764,-6.676
84,84,55.764,-6.66
85,84,55.764,-6.644
86,84,55.764,-6.628
87,84,55.764,-6.612
88,84,55.764,-6.596
89,84,55.764,-6.58
90,84,55.764,-6.564
91,84,55.764,-6.548
92,84,55.764,-6.532
93,84,55.764,-6.516
94,84,55.764,-6.5
0,83,55.755,-8
1,83,55.755,-7.984
2,83,55.755,-7.968
3,83,55.755,-7.952
4,83,55.755,-7.936
5,83,55.755,-7.92
6,83,55.755,-7.904
7,83,55.755,-7.888
8,83,55.755,-7.872
9,83,55.755,-7.856
10,83,55.755,-7.84
11,83,55.755,-7.824
12,83,55.755,-7.809
13,83,55.755,-7.793
14,83,55.755,-7.777
15,83,55.755,-7.761
16,83,55.755,-7.745
17,83,55.755,-7.729
18,83,55.755,-7.713
19,83,55.755,-7.697
20,83,55.755,-7.681
21,83,55.755,-7.665
22,83,55.755,-7.649
23,83,55.755,-7.633
24,83,55.755,-7.617
25,83,55.755,-7.601
26,83,55.755,-7.585
27,83,55.755,-7.569
28,83,55.755,-7.553
29,83,55.755,-7.537
30,83,55.755,-7.521
31,83,55.755,-7.505
32,83,55.755,-7.489
33,83,55.755,-7.473
34,83,55.755,-7.457
35,83,55.755,-7.441
36,83,55.755,-7.426
37,83,55.755,-7.41
38,83,55.755,-7.394
39,83,55.755,-7.378
40,83,55.755,-7.362
41,83,55.755,-7.346
42,83,55.755,-7.33
43,83,55.755,-7.314
44,83,55.755,-7.298
45,83,55.755,-7.282
46,83,55.755,-7.266
47,83,55.755,-7.25
48,83,55.755,-7.234
49,83,55.755,-7.218
50,83,55.755,-7.202
51,83,55.755,-7.186
52,83,55.755,-7.17
53,83,55.755,-7.154
54,83,55.755,-7.138
55,83,55.755,-7.122
56,83,55.755,-7.106
57,83,55.755,-7.09
58,83,55.755,-7.074
59,83,55.755,-7.059
60,83,55.755,-7.043
61,83,55.755,-7.027
62,83,55.755,-7.011
63,83,55.755,-6.995
64,83,55.755,-6.979
65,83,55.755,-6.963
66,83,55.755,-6.947
67,83,55.755,-6.931
68,83,55.755,-6.915
69,83,55.755,-6.899
70,83,55.755,-6.883
71,83,55.755,-6.867
72,83,55.755,-6.851
73,83,55.755,-6.835
74,83,55.755,-6.819
75,83,55.755,-6.803
76,83,55.755,-6.787
77,83,55.755,-6.771
78,83,55.755,-6.755
79,83,55.755,-6.739
80,83,55.755,-6.723
81,83,55.755,-6.707
82,83,55.755,-6.691
83,83,55.755,-6.676
84,83,55.755,-6.66
85,83,55.755,-6.644
86,83,55.755,-6.628
87,83,55.755,-6.612
88,83,55.755,-6.596
89,83,55.755,-6.58
90,83,55.755,-6.564
91,83,55.755,-6.548
92,83,55.755,-6.532
93,83,55.755,-6.516
94,83,55.755,-6.5
0,82,55.745,-8
1,82,55.745,-7.984
2,82,55.745,-7.968
3,82,55.745,-7.952
4,82,55.745,-7.936
5,82,55.745,-7.92
6,82,55.745,-7.904
7,82,55.745,-7.888
8,82,55.745,-7.872
9,82,55.745,-7.856
10,82,55.745,-7.84
11,82,55.745,-7.824
12,82,55.745,-7.809
13,82,55.745,-7.793
14,82,55.745,-7.777
15,82,55.745,-7.761
16,82,55.745,-7.745
17,82,55.745,-7.729
18,82,55.745,-7.713
19,82,55.745,-7.697
20,82,55.745,-7.681
21,82,55.745,-7.665
22,82,55.745,-7.649
23,82,55.745,-7.633
24,82,55.745,-7.617
25,82,55.745,-7.601
26,82,55.745,-7.585
27,82,55.745,-7.569
28,82,55.745,-7.553
29,82,55.745,-7.537
30,82,55.745,-7.521
31,82,55.745,-7.505
32,82,55.745,-7.489
33,82,55.745,-7.473
34,82,55.745,-7.457
35,82,55.745,-7.441
36,82,55.745,-7.426
37,82,55.745,-7.41
38,82,55.745,-7.394
39,82,55.745,-7.378
40,82,55.745,-7.362
41,82,55.745,-7.346
42,82,55.745,-7.33
43,82,55.745,-7.314
44,82,55.745,-7.298
45,82,55.745,-7.282
46,82,55.745,-7.266
47,82,55.745,-7.25
48,82,55.745,-7.234
49,82,55.745,-7.218
50,82,55.745,-7.202
51,82,55.745,-7.186
52,82,55.745,-7.17
53,82,55.745,-7.154
54,82,55.745,-7.138
55,82,55.745,-7.122
56,82,55.745,-7.106
57,82,55.745,-7.09
58,82,55.745,-7.074
59,82,55.745,-7.059
60,82,55.745,-7.043
61,82,55.745,-7.027
62,82,55.745,-7.011
63,82,55.745,-6.995
64,82,55.745,-6.979
65,82,55.745,-6.963
66,82,55.745,-6.947
67,82,55.745,-6.931
68,82,55.745,-6.915
69,82,55.745,-6.899
70,82,55.745,-6.883
71,82,55.745,-6.867
72,82,55.745,-6.851
73,82,55.745,-6.835
74,82,55.745,-6.819
75,82,55.745,-6.803
76,82,55.745,-6.787
77,82,55.745,-6.771
78,82,55.745,-6.755
79,82,55.745,-6.739
80,82,55.745,-6.723
81,82,55.745,-6.707
82,82,55.745,-6.691
83,82,55.745,-6.676
84,82,55.745,-6.66
85,82,55.745,-6.644
86,82,55.745,-6.628
87,82,55.745,-6.612
88,82,55.745,-6.596
89,82,55.745,-6.58
90,82,55.745,-6.564
91,82,55.745,-6.548
92,82,55.745,-6.532
93,82,55.745,-6.516
94,82,55.745,-6.5
0,81,55.736,-8
1,81,55.736,-7.984
2,81,55.736,-7.968
3,81,55.736,-7.952
4,81,55.736,-7.936
5,81,55.736,-7.92
6,81,55.736,-7.904
7,81,55.736,-7.888
8,81,55.736,-7.872
9,81,55.736,-7.856
10,81,55.736,-7.84
11,81,55.736,-7.824
12,81,55.736,-7.809
13,81,55.736,-7.793
14,81,55.736,-7.777
15,81,55.736,-7.761
16,81,55.736,-7.745
17,81,55.736,-7.729
18,81,55.736,-7.713
19,81,55.736,-7.697
20,81,55.736,-7.681
21,81,55.736,-7.665
22,81,55.736,-7.649
23,81,55.736,-7.633
24,81,55.736,-7.617
25,81,55.736,-7.601
26,81,55.736,-7.585
27,81,55.736,-7.569
28,81,55.736,-7.553
29,81,55.736,-7.537
30,81,55.736,-7.521
31,81,55.736,-7.505
32,81,55.736,-7.489
33,81,55.736,-7.473
34,81,55.736,-7.457
35,81,55.736,-7.441
36,81,55.736,-7.426
37,81,55.736,-7.41
38,81,55.736,-7.394
39,81,55.736,-7.378
40,81,55.736,-7.362
41,81,55.736,-7.346
42,81,55.736,-7.33
43,81,55.736,-7.314
44,81,55.736,-7.298
45,81,55.736,-7.282
46,81,55.736,-7.266
47,81,55.736,-7.25
48,81,55.736,-7.234
49,81,55.736,-7.218
50,81,55.736,-7.202
51,81,55.736,-7.186
52,81,55.736,-7.17
53,81,55.736,-7.154
54,81,55.736,-7.138
55,81,55.736,-7.122
56,81,55.736,-7.106
57,81,55.736,-7.09
58,81,55.736,-7.074
59,81,55.736,-7.059
60,81,55.736,-7.043
61,81,55.736,-7.027
62,81,55.736,-7.011
63,81,55.736,-6.995
64,81,55.736,-6.979
65,81,55.736,-6.963
66,81,55.736,-6.947
67,81,55.736,-6.931
68,81,55.736,-6.915
69,81,55.736,-6.899
70,81,55.736,-6.883
71,81,55.736,-6.867
72,81,55.736,-6.851
73,81,55.736,-6.835
74,81,55.736,-6.819
75,81,55.736,-6.803
76,81,55.736,-6.787
77,81,55.736,-6.771
78,81,55.736,-6.755
79,81,55.736,-6.739
80,81,55.736,-6.723
81,81,55.736,-6.707
82,81,55.736,-6.691
83,81,55.736,-6.676
84,81,55.736,-6.66
85,81,55.736,-6.644
86,81,55.736,-6.628
87,81,55.736,-6.612
88,81,55.736,-6.596
89,81,55.736,-6.58
90,81,55.736,-6.564
91,81,55.736,-6.548
92,81,55.736,-6.532
93,81,55.736,-6.516
94,81,55.736,-6.5
0,80,55.727,-8
1,80,55.727,-7.984
2,80,55.727,-7.968
3,80,55.727,-7.952
4,80,55.727,-7.936
5,80,55.727,-7.92
6,80,55.727,-7.904
7,80,55.727,-7.888
8,80,55.727,-7.872
9,80,55.727,-7.856
10,80,55.727,-7.84
11,80,55.727,-7.824
12,80,55.727,-7.809
13,80,55.727,-7.793
14,80,55.727,-7.777
15,80,55.727,-7.761
16,80,55.727,-7.745
17,80,55.727,-7.729
18,80,55.727,-7.713
19,80,55.727,-7.697
20,80,55.727,-7.681
21,80,55.727,-7.665
22,80,55.727,-7.649
23,80,55.727,-7.633
24,80,55.727,-7.617
25,80,55.727,-7.601
26,80,55.727,-7.585
27,80,55.727,-7.569
28,80,55.727,-7.553
29,80,55.727,-7.537
30,80,55.727,-7.521
31,80,55.727,-7.505
32,80,55.727,-7.489
33,80,55.727,-7.473
34,80,55.727,-7.457
35,80,55.727,-7.441
36,80,55.727,-7.426
37,80,55.727,-7.41
38,80,55.727,-7.394
39,80,55.727,-7.378
40,80,55.727,-7.362
41,80,55.727,-7.346
42,80,55.727,-7.33
43,80,55.727,-7.314
44,80,55.727,-7.298
45,80,55.727,-7.282
46,80,55.727,-7.266
47,80,55.727,-7.25
48,80,55.727,-7.234
49,80,55.727,-7.218
50,80,55.727,-7.202
51,80,55.727,-7.186
52,80,55.727,-7.17
53,80,55.727,-7.154
54,80,55.727,-7.138
55,80,55.727,-7.122
56,80,55.727,-7.106
57,80,55.727,-7.09
58,80,55.727,-7.074
59,80,55.727,-7.059
60,80,55.727,-7.043
61,80,55.727,-7.027
62,80,55.727,-7.011
63,80,55.727,-6.995
64,80,55.727,-6.979
65,80,55.727,-6.963
66,80,55.727,-6.947
67,80,55.727,-6.931
68,80,55.727,-6.915
69,80,55.727,-6.899
70,80,55.727,-6.883
71,80,55.727,-6.867
72,80,55.727,-6.851
73,80,55.727,-6.835
74,80,55.727,-6.819
75,80,55.727,-6.803
76,80,55.727,-6.787
77,80,55.727,-6.771
78,80,55.727,-6.755
79,80,55.727,-6.739
80,80,55.727,-6.723
81,80,55.727,-6.707
82,80,55.727,-6.691
83,80,55.727,-6.676
84,80,55.727,-6.66
85,80,55.727,-6.644
86,80,55.727,-6.628
87,80,55.727,-6.612
88,80,55.727,-6.596
89,80,55.727,-6.58
90,80,55.727,-6.564
91,80,55.727,-6.548
92,80,55.727,-6.532
93,80,55.727,-6.516
94,80,55.727,-6.5
0,79,55.718,-8
1,79,55.718,-7.984
2,79,55.718,-7.968
3,79,55.718,-7.952
4,79,55.718,-7.936
5,79,55.718,-7.92
6,79,55.718,-7.904
7,79,55.718,-7.888
8,79,55.718,-7.872
9,79,55.718,-7.856
10,79,55.718,-7.84
11,79,55.718,-7.824
12,79,55.718,-7.809
13,79,55.718,-7.793
14,79,55.718,-7.777
15,79,55.718,-7.761
16,79,55.718,-7.745
17,79,55.718,-7.729
18,79,55.718,-7.713
19,79,55.718,-7.697
20,79,55.718,-7.681
21,79,55.718,-7.665
22,79,55.718,-7.649
23,79,55.718,-7.633
24,79,55.718,-7.617
25,79,55.718,-7.601
26,79,55.718,-7.585
27,79,55.718,-7.569
28,79,55.718,-7.553
29,79,55.718,-7.537
30,79,55.718,-7.521
31,79,55.718,-7.505
32,79,55.718,-7.489
33,79,55.718,-7.473
34,79,55.718,-7.457
35,79,55.718,-7.441
36,79,55.718,-7.426
37,79,55.718,-7.41
38,79,55.718,-7.394
39,79,55.718,-7.378
40,79,55.718,-7.362
41,79,55.718,-7.346
42,79,55.718,-7.33
43,79,55.718,-7.314
44,79,55.718,-7.298
45,79,55.718,-7.282
46,79,55.718,-7.266
47,79,55.718,-7.25
48,79,55.718,-7.234
49,79,55.718,-7.218
50,79,55.718,-7.202
51,79,55.718,-7.186
52,79,55.718,-7.17
53,79,55.718,-7.154
54,79,55.718,-7.138
55,79,55.718,-7.122
56,79,55.718,-7.106
57,79,55.718,-7.09
58,79,55.718,-7.074
59,79,55.718,-7.059
60,79,55.718,-7.043
61,79,55.718,-7.027
62,79,55.718,-7.011
63,79,55.718,-6.995
64,79,55.718,-6.979
65,79,55.718,-6.963
66,79,55.718,-6.947
67,79,55.718,-6.931
68,79,55.718,-6.915
69,79,55.718,-6.899
70,79,55.718,-6.883
71,79,55.718,-6.867
72,79,55.718,-6.851
73,79,55.718,-6.835
74,79,55.718,-6.819
75,79,55.718,-6.803
76,79,55.718,-6.787
77,79,55.718,-6.771
78,79,55.718,-6.755
79,79,55.718,-6.739
80,79,55.718,-6.723
81,79,55.718,-6.707
82,79,55.718,-6.691
83,79,55.718,-6.676
84,79,55.718,-6.66
85,79,55.718,-6.644
86,79,55.718,-6.628
87,79,55.718,-6.612
88,79,55.718,-6.596
89,79,55.718,-6.58
90,79,55.718,-6.564
91,79,55.718,-6.548
92,79,55.718,-6.532
93,79,55.718,-6.516
94,79,55.718,-6.5
0,78,55.709,-8
1,78,55.709,-7.984
2,78,55.709,-7.968
3,78,55.709,-7.952
4,78,55.709,-7.936
5,78,55.709,-7.92
6,78,55.709,-7.904
7,78,55.709,-7.888
8,78,55.709,-7.872
9,78,55.709,-7.856
10,78,55.709,-7.84
11,78,55.709,-7.824
12,78,55.709,-7.809
13,78,55.709,-7.793
14,78,55.709,-7.777
15,78,55.709,-7.761
16,78,55.709,-7.745
17,78,55.709,-7.729
18,78,55.709,-7.713
19,78,55.709,-7.697
20,78,55.709,-7.681
21,78,55.709,-7.665
22,78,55.709,-7.649
23,78,55.709,-7.633
24,78,55.709,-7.617
25,78,55.709,-7.601
26,78,55.709,-7.585
27,78,55.709,-7.569
28,78,55.709,-7.553
29,78,55.709,-7.537
30,78,55.709,-7.521
31,78,55.709,-7.505
32,78,55.709,-7.489
33,78,55.709,-7.473
34,78,55.709,-7.457
35,78,55.709,-7.441
36,78,55.709,-7.426
37,78,55.709,-7.41
38,78,55.709,-7.394
39,78,55.709,-7.378
40,78,55.709,-7.362
41,78,55.709,-7.346
42,78,55.709,-7.33
43,78,55.709,-7.314
44,78,55.709,-7.298
45,78,55.709,-7.282
46,78,55.709,-7.266
47,78,55.709,-7.25
48,78,55.709,-7.234
49,78,55.709,-7.218
50,78,55.709,-7.202
51,78,55.709,-7.186
52,78,55.709,-7.17
53,78,55.709,-7.154
54,78,55.709,-7.138
55,78,55.709,-7.122
56,78,55.709,-7.106
57,78,55.709,-7.09
58,78,55.709,-7.074
59,78,55.709,-7.059
60,78,55.709,-7.043
61,78,55.709,-7.027
62,78,55.709,-7.011
63,78,55.709,-6.995
64,78,55.709,-6.979
65,78,55.709,-6.963
66,78,55.709,-6.947
67,78,55.709,-6.931
68,78,55.709,-6.915
69,78,55.709,-6.899
70,78,55.709,-6.883
71,78,55.709,-6.867
72,78,55.709,-6.851
73,78,55.709,-6.835
74,78,55.709,-6.819
75,78,55.709,-6.803
76,78,55.709,-6.787
77,78,55.709,-6.771
78,78,55.709,-6.755
79,78,55.709,-6.739
80,78,55.709,-6.723
81,78,55.709,-6.707
82,78,55.709,-6.691
83,78,55.709,-6.676
84,78,55.709,-6.66
85,78,55.709,-6.644
86,78,55.709,-6.628
87,78,55.709,-6.612
88,78,55.709,-6.596
89,78,55.709,-6.58
90,78,55.709,-6.564
91,78,55.709,-6.548
92,78,55.709,-6.532
93,78,55.709,-6.516
94,78,55.709,-6.5
0,77,55.7,-8
1,77,55.7,-7.984
2,77,55.7,-7.968
3,77,55.7,-7.952
4,77,55.7,-7.936
5,77,55.7,-7.92
6,77,55.7,-7.904
7,77,55.7,-7.888
8,77,55.7,-7.872
9,77,55.7,-7.856
10,77,55.7,-7.84
11,77,55.7,-7.824
12,77,55.7,-7.809
13,77,55.7,-7.793
14,77,55.7,-7.777
15,77,55.7,-7.761
16,77,55.7,-7.745
17,77,55.7,-7.729
18,77,55.7,-7.713
19,77,55.7,-7.697
20,77,55.7,-7.681
21,77,55.7,-7.665
22,77,55.7,-7.649
23,77,55.7,-7.633
24,77,55.7,-7.617
25,77,55.7,-7.601
26,77,55.7,-7.585
27,77,55.7,-7.569
28,77,55.7,-7.553
29,77,55.7,-7.537
30,77,55.7,-7.521
31,77,55.7,-7.505
32,77,55.7,-7.489
33,77,55.7,-7.473
34,77,55.7,-7.457
35,77,55.7,-7.441
36,77,55.7,-7.426
37,77,55.7,-7.41
38,77,55.7,-7.394
39,77,55.7,-7.378
40,77,55.7,-7.362
41,77,55.7,-7.346
42,77,55.7,-7.33
43,77,55.7,-7.314
44,77,55.7,-7.298
45,77,55.7,-7.282
46,77,55.7,-7.266
47,77,55.7,-7.25
48,77,55.7,-7.234
49,77,55.7,-7.218
50,77,55.7,-7.202
51,77,55.7,-7.186
52,77,55.7,-7.17
53,77,55.7,-7.154
54,77,55.7,-7.138
55,77,55.7,-7.122
56,77,55.7,-7.106
57,77,55.7,-7.09
58,77,55.7,-7.074
59,77,55.7,-7.059
60,77,55.7,-7.043
61,77,55.7,-7.027
62,77,55.7,-7.011
63,77,55.7,-6.995
64,77,55.7,-6.979
65,77,55.7,-6.963
66,77,55.7,-6.947
67,77,55.7,-6.931
68,77,55.7,-6.915
69,77,55.7,-6.899
70,77,55.7,-6.883
71,77,55.7,-6.867
72,77,55.7,-6.851
73,77,55.7,-6.835
74,77,55.7,-6.819
75,77,55.7,-6.803
76,77,55.7,-6.787
77,77,55.7,-6.771
78,77,55.7,-6.755
79,77,55.7,-6.739
80,77,55.7,-6.723
81,77,55.7,-6.707
82,77,55.7,-6.691
83,77,55.7,-6.676
84,77,55.7,-6.66
85,77,55.7,-6.644
86,77,55.7,-6.628
87,77,55.7,-6.612
88,77,55.7,-6.596
89,77,55.7,-6.58
90,77,55.7,-6.564
91,77,55.7,-6.548
92,77,55.7,-6.532
93,77,55.7,-6.516
94,77,55.7,-6.5
0,76,55.691,-8
1,76,55.691,-7.984
2,76,55.691,-7.968
3,76,55.691,-7.952
4,76,55.691,-7.936
5,76,55.691,-7.92
6,76,55.691,-7.904
7,76,55.691,-7.888
8,76,55.691,-7.872
9,76,55.691,-7.856
10,76,55.691,-7.84
11,76,55.691,-7.824
12,76,55.691,-7.809
13,76,55.691,-7.793
14,76,55.691,-7.777
15,76,55.691,-7.761
16,76,55.691,-7.745
17,76,55.691,-7.729
18,76,55.691,-7.713
19,76,55.691,-7.697
20,76,55.691,-7.681
21,76,55.691,-7.665
22,76,55.691,-7.649
23,76,55.691,-7.633
24,76,55.691,-7.617
25,76,55.691,-7.601
26,76,55.691,-7.585
27,76,55.691,-7.569
28,76,55.691,-7.553
29,76,55.691,-7.537
30,76,55.691,-7.521
31,76,55.691,-7.505
32,76,55.691,-7.489
33,76,55.691,-7.473
34,76,55.691,-7.457
35,76,55.691,-7.441
36,76,55.691,-7.426
37,76,55.691,-7.41
38,76,55.691,-7.394
39,76,55.691,-7.378
40,76,55.691,-7.362
41,76,55.691,-7.346
42,76,55.691,-7.33
43,76,55.691,-7.314
44,76,55.691,-7.298
45,76,55.691,-7.282
46,76,55.691,-7.266
47,76,55.691,-7.25
48,76,55.691,-7.234
49,76,55.691,-7.218
50,76,55.691,-7.202
51,76,55.691,-7.186
52,76,55.691,-7.17
53,76,55.691,-7.154
54,76,55.691,-7.138
55,76,55.691,-7.122
56,76,55.691,-7.106
57,76,55.691,-7.09
58,76,55.691,-7.074
59,76,55.691,-7.059
60,76,55.691,-7.043
61,76,55.691,-7.027
62,76,55.691,-7.011
63,76,55.691,-6.995
64,76,55.691,-6.979
65,76,55.691,-6.963
66,76,55.691,-6.947
67,76,55.691,-6.931
68,76,55.691,-6.915
69,76,55.691,-6.899
70,76,55.691,-6.883
71,76,55.691,-6.867
72,76,55.691,-6.851
73,76,55.691,-6.835
74,76,55.691,-6.819
75,76,55.691,-6.803
76,76,55.691,-6.787
77,76,55.691,-6.771
78,76,55.691,-6.755
79,76,55.691,-6.739
80,76,55.691,-6.723
81,76,55.691,-6.707
82,76,55.691,-6.691
83,76,55.691,-6.676
84,76,55.691,-6.66
85,76,55.691,-6.644
86,76,55.691,-6.628
87,76,55.691,-6.612
88,76,55.691,-6.596
89,76,55.691,-6.58
90,76,55.691,-6.564
91,76,55.691,-6.548
92,76,55.691,-6.532
93,76,55.691,-6.516
94,76,55.691,-6.5
0,75,55.682,-8
1,75,55.682,-7.984
2,75,55.682,-7.968
3,75,55.682,-7.952
4,75,55.682,-7.936
5,75,55.682,-7.92
6,75,55.682,-7.904
7,75,55.682,-7.888
8,75,55.682,-7.872
9,75,55.682,-7.856
10,75,55.682,-7.84
11,75,55.682,-7.824
12,75,55.682,-7.809
13,75,55.682,-7.793
14,75,55.682,-7.777
15,75,55.682,-7.761
16,75,55.682,-7.745
17,75,55.682,-7.729
18,75,55.682,-7.713
19,75,55.682,-7.697
20,75,55.682,-7.681
21,75,55.682,-7.665
22,75,55.682,-7.649
23,75,55.682,-7.633
24,75,55.682,-7.617
25,75,55.682,-7.601
26,75,55.682,-7.585
27,75,55.682,-7.569
28,75,55.682,-7.553
29,75,55.682,-7.537
30,75,55.682,-7.521
31,75,55.682,-7.505
32,75,55.682,-7.489
33,75,55.682,-7.473
34,75,55.682,-7.457
35,75,55.682,-7.441
36,75,55.682,-7.426
37,75,55.682,-7.41
38,75,55.682,-7.394
39,75,55.682,-7.378
40,75,55.682,-7.362
41,75,55.682,-7.346
42,75,55.682,-7.33
43,75,55.682,-7.314
44,75,55.682,-7.298
45,75,55.682,-7.282
46,75,55.682,-7.266
47,75,55.682,-7.25
48,75,55.682,-7.234
49,75,55.682,-7.218
50,75,55.682,-7.202
51,75,55.682,-7.186
52,75,55.682,-7.17
53,75,55.682,-7.154
54,75,55.682,-7.138
55,75,55.682,-7.122
56,75,55.682,-7.106
57,75,55.682,-7.09
58,75,55.682,-7.074
59,75,55.682,-7.059
60,75,55.682,-7.043
61,75,55.682,-7.027
62,75,55.682,-7.011
63,75,55.682,-6.995
64,75,55.682,-6.979
65,75,55.682,-6.963
66,75,55.682,-6.947
67,75,55.682,-6.931
68,75,55.682,-6.915
69,75,55.682,-6.899
70,75,55.682,-6.883
71,75,55.682,-6.867
72,75,55.682,-6.851
73,75,55.682,-6.835
74,75,55.682,-6.819
75,75,55.682,-6.803
76,75,55.682,-6.787
77,75,55.682,-6.771
78,75,55.682,-6.755
79,75,55.682,-6.739
80,75,55.682,-6.723
81,75,55.682,-6.707
82,75,55.682,-6.691
83,75,55.682,-6.676
84,75,55.682,-6.66
85,75,55.682,-6.644
86,75,55.682,-6.628
87,75,55.682,-6.612
88,75,55.682,-6.596
89,75,55.682,-6.58
90,75,55.682,-6.564
91,75,55.682,-6.548
92,75,55.682,-6.532
93,75,55.682,-6.516
94,75,55.682,-6.5
0,74,55.673,-8
1,74,55.673,-7.984
2,74,55.673,-7.968
3,74,55.673,-7.952
4,74,55.673,-7.936
5,74,55.673,-7.92
6,74,55.673,-7.904
7,74,55.673,-7.888
8,74,55.673,-7.872
9,74,55.673,-7.856
10,74,55.673,-7.84
11,74,55.673,-7.824
